type,id,author,editor,advisor,note,abstract,observaoes,GUI é o foco do estudo,ContextoProcessosDeNegocio,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2856478,Paul  Strohmeier and Antonio  Gomes and Giovanni Maria Troiano and Aske  Mottelson and Timothy  Merritt and Jason  Alexander,,,,,,,,Sharing Perspectives on the Design of Shape-Changing Interfaces,3492--3499,,8,"organic user interface, shape-changing user interface, tangible user interface",10.1145/2851581.2856478,,,,,,,2016,,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,CHI EA '16,,978-1-4503-4082-3,"Santa Clara, California, USA",ACM,"New York, NY, USA"
article,1095069,Pierre  Dragicevic and St&#233;phane  Chatty and David  Thevenin and Jean-Luc  Vinot,,,,,,,,Artistic Resizing: A Technique for Rich Scale-sensitive Vector Graphics,201--210,,10,"GUI tools, SVG, constraints, interpolation, layout, resizing, vector graphics, visual design",10.1145/1095034.1095069,,,,,,,2005,,Proceedings of the 18th Annual ACM Symposium on User Interface Software and Technology,UIST '05,,1-59593-271-2,"Seattle, WA, USA",ACM,"New York, NY, USA"
article,254956,"Kenneth J. Rodham and Dan R. Olsen,Jr.",,,,,,,,Nanites: An Approach to Structure-based Monitoring,103--136,,34,"CSCW, Nanites, multiuser interfaces, user interface software",10.1145/254945.254956,ACM Trans. Comput.-Hum. Interact.,June 1997,4,2,,June,1997,1073-0516,,,,,,ACM,"New York, NY, USA"
article,2514927,Shota  Yamanaka and Homei  Miyashita,,,,,,,,The Nudging Technique: Input Method Without Fine-grained Pointing by Pushing a Segment,3--4,,2,"drag-and-drop, graphical user interfaces (guis), mouse cursor operation., nudging technique, pointing technique",10.1145/2508468.2514927,,,,,,,2013,,Proceedings of the Adjunct Publication of the 26th Annual ACM Symposium on User Interface Software and Technology,UIST '13 Adjunct,,978-1-4503-2406-9,"St. Andrews, Scotland, United Kingdom",ACM,"New York, NY, USA"
article,1101441,Mohammad Ali Akbari and Masayuki  Nakajima,,,,,,,,A Novel Color Region Homogenization and Its Application in Improving Skin Detection Accuracy,269--272,,4,"intelligent user interfaces, region homogenization, skin detection",10.1145/1101389.1101441,,,,,,,2005,,Proceedings of the 3rd International Conference on Computer Graphics and Interactive Techniques in Australasia and South East Asia,GRAPHITE '05,,1-59593-201-1,"Dunedin, New Zealand",ACM,"New York, NY, USA"
article,2141580,Saurabh  Srivastava and Nitendra  Rajput and Gururaj  Mahajan,,,,,,,,"SWAicons: Spoken Web Audio Icons - Design, Implications and Evaluation",211--214,,4,"speech interfaces, spoken web, voice user interface",10.1145/2141512.2141580,,,,,,,2012,,Proceedings of the ACM 2012 Conference on Computer Supported Cooperative Work Companion,CSCW '12,,978-1-4503-1051-2,"Seattle, Washington, USA",ACM,"New York, NY, USA"
article,820091,D.  Rose and S.  Stegmaier and G.  Reina and D.  Weiskopf and T.  Ertl,,,,,,,,Non-invasive Adaptation of Black-box User Interfaces,19--24,,6,"UI evaluation, UI prototyping, UI retargeting, menu navigation, user interfaces",,,,,,,,2003,,Proceedings of the Fourth Australasian User Interface Conference on User Interfaces 2003 - Volume 18,AUIC '03,,0-909925-96-8,"Adelaide, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
article,985942,Janice  Lodato,,,,,,,,Creating an Educational Digital Library: GROW a National Civil Engineering Education Resource Library,810--824,,15,"graphic design, information architecture, user experience, user interface design",10.1145/985921.985942,,,,,,,2004,,CHI '04 Extended Abstracts on Human Factors in Computing Systems,CHI EA '04,,1-58113-703-6,"Vienna, Austria",ACM,"New York, NY, USA"
article,1008689,Martin  Hachet and Pascal  Guitton and Patrick  Reuter,,,,,,,,The CAT for Efficient 2D and 3D Interaction As an Alternative to Mouse Adaptations,225--112,,-112,"evaluation, input device, user interface",10.1145/1008653.1008689,,,,,,,2003,,Proceedings of the ACM Symposium on Virtual Reality Software and Technology,VRST '03,,1-58113-569-6,"Osaka, Japan",ACM,"New York, NY, USA"
article,2661224,Chih-Fan  Chen and Ryan  Spicer and Rhys  Yahata and Mark  Bolas and Evan  Suma,,,,,,,,Real-time and Robust Grasping Detection,159--159,,1,"3D user interface, hand tracking",10.1145/2659766.2661224,,,,,,,2014,,Proceedings of the 2Nd ACM Symposium on Spatial User Interaction,SUI '14,,978-1-4503-2820-3,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
article,313286,Tammara T. A. Combs and Benjamin B. Bederson,,,,,,,,Does Zooming Improve Image Browsing?,130--137,,8,"Pad++, Zoomable User Interface, controlled experiment, evaluation, image browsers, multiscale interfaces, real-time computer graphics, retrieval systems",10.1145/313238.313286,,,,,,,1999,,Proceedings of the Fourth ACM Conference on Digital Libraries,DL '99,,1-58113-145-3,"Berkeley, California, USA",ACM,"New York, NY, USA"
article,2414553,Wendy  Doub&#233; and Jeanie  Beh,,,,,,,,Typing over Autocomplete: Cognitive Load in Website Use by Older Adults,97--106,,10,"ageing, graphical user interfaces, interaction styles, software testing, usability, website",10.1145/2414536.2414553,,,,,,,2012,,Proceedings of the 24th Australian Computer-Human Interaction Conference,OzCHI '12,,978-1-4503-1438-1,"Melbourne, Australia",ACM,"New York, NY, USA"
article,2000923,Lionel  Barret and Claudia  Vance and G. Michael Youngblood,,,,,,,,Lessons in User Interface Design in the Procedural City Generation for Games Tool \{U}Rban PAD,4:1--4:8,4,8,"lessons learned, procedural city generation, user interface",10.1145/2000919.2000923,,,,,,,2011,,Proceedings of the 2Nd International Workshop on Procedural Content Generation in Games,PCGames '11,,978-1-4503-0872-4,"Bordeaux, France",ACM,"New York, NY, USA"
article,1053438,Martin  Hachet and Joachim  Pouderoux and Pascal  Guitton,,,,,,,,A Camera-based Interface for Interaction with Mobile Handheld Computers,65--72,,8,"handheld computer, interaction, user interface, video tracking, visualization",10.1145/1053427.1053438,,,,,,,2005,,Proceedings of the 2005 Symposium on Interactive 3D Graphics and Games,I3D '05,,1-59593-013-2,"Washington, District of Columbia",ACM,"New York, NY, USA"
article,168399,Rei  Hamakawa and Jun  Rekimoto,,,,,,,,Object Composition and Playback Models for Handling Multimedia Data,273--281,,9,"graphical user interface, multimedia object, object-oriented approach, temporal glue",10.1145/166266.168399,,,,,,,1993,,Proceedings of the First ACM International Conference on Multimedia,MULTIMEDIA '93,,0-89791-596-8,"Anaheim, California, USA",ACM,"New York, NY, USA"
article,142631,Edwin  Bos,,,,,,,,Some Virtues and Limitations of Action Inferring Interfaces,79--88,,10,"demonstrational interfaces, multimodal interfaces, programming by example",10.1145/142621.142631,,,,,,,1992,,Proceedings of the 5th Annual ACM Symposium on User Interface Software and Technology,UIST '92,,0-89791-549-6,"Monteray, California, USA",ACM,"New York, NY, USA"
article,2470678,Jonas  Schild and Liane  B&#246;licke and Joseph J. LaViola Jr. and Maic  Masuch,,,,,,,,Creating and Analyzing Stereoscopic 3D Graphical User Interfaces in Digital Games,169--178,,10,"depth, design space, game, graphical user interface, presence, stereoscopic 3d, user experience, visual 3d quality",10.1145/2470654.2470678,,,,,,,2013,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '13,,978-1-4503-1899-0,"Paris, France",ACM,"New York, NY, USA"
article,1057242,Brygg  Ullmer and Hiroshi  Ishii and Robert J. K. Jacob,,,,,,,,Token+Constraint Systems for Tangible Interaction with Digital Information,81--118,,38,"Tangible interfaces, token+constraint interfaces",10.1145/1057237.1057242,ACM Trans. Comput.-Hum. Interact.,March 2005,12,1,,March,2005,1073-0516,,,,,,ACM,"New York, NY, USA"
article,1125486,Sofie  Vanophem and Kris  Vanstappen,,,,,,,,Making Oracle Behave,153--158,,6,"Oracle, Windows, user interface design",10.1145/1125451.1125486,,,,,,,2006,,CHI '06 Extended Abstracts on Human Factors in Computing Systems,CHI EA '06,,1-59593-298-4,"Montr&#233;al, Qu&#233;bec, Canada",ACM,"New York, NY, USA"
article,237102,Ivan  Poupyrev and Mark  Billinghurst and Suzanne  Weghorst and Tadao  Ichikawa,,,,,,,,The Go-go Interaction Technique: Non-linear Mapping for Direct Manipulation in VR,79--80,,2,"3D user interface, user interface metaphor, virtual reality",10.1145/237091.237102,,,,,,,1996,,Proceedings of the 9th Annual ACM Symposium on User Interface Software and Technology,UIST '96,,0-89791-798-7,"Seattle, Washington, USA",ACM,"New York, NY, USA"
article,1520344,Ashlie  Brown and Hayes  Raffle,,,,,,,,Opportunities for Actuated Tangible Interfaces to Improve Protein Study,2417--2426,,10,"actuation, education, tangible user interface",10.1145/1520340.1520344,,,,,,,2009,,CHI '09 Extended Abstracts on Human Factors in Computing Systems,CHI EA '09,,978-1-60558-247-4,"Boston, MA, USA",ACM,"New York, NY, USA"
article,168503,Alain  Lelu and Claire  Francois,,,,,,,,Hypertext Paradigm in the Field of Information Retrieval: A Neural Approach,112--121,,10,"cluster analysis, graphic user interface, hypertext, information retrieval, neural networks",10.1145/168466.168503,,,,,,,1992,,Proceedings of the ACM Conference on Hypertext,ECHT '92,,0-89791-547-X,"Milan, Italy",ACM,"New York, NY, USA"
article,2076386,Andrew  Clayphan and Anthony  Collins and Christopher  Ackad and Bob  Kummerfeld and Judy  Kay,,,,,,,,Firestorm: A Brainstorming Application for Collaborative Group Work at Tabletops,162--171,,10,"brainstorming, group work, surface computing, tabletop interface, user-centered design",10.1145/2076354.2076386,,,,,,,2011,,Proceedings of the ACM International Conference on Interactive Tabletops and Surfaces,ITS '11,,978-1-4503-0871-7,"Kobe, Japan",ACM,"New York, NY, USA"
article,1620511,Dagmar  Kern and Albrecht  Schmidt,,,,,,,,Design Space for Driver-based Automotive User Interfaces,3--10,,8,"automotive user interfaces, car user interfaces, design space",10.1145/1620509.1620511,,,,,,,2009,,Proceedings of the 1st International Conference on Automotive User Interfaces and Interactive Vehicular Applications,AutomotiveUI '09,,978-1-60558-571-0,"Essen, Germany",ACM,"New York, NY, USA"
article,2643608,Carolina Robertson P. Cadaval and Rochus  Hartmann,,,,,,,,Evaluation of Schools Activities with Digital Interactive Simulations,52:52--52:58,52,7,"Graphical user interfaces, Human computer interaction (HCI), Interaction design process and methods, Interaction devices, Usability testing",10.1145/2643604.2643608,,,,,,,2014,,Proceedings of the 2014 Workshop on Interaction Design in Educational Environments,IDEE '14,,978-1-4503-3034-3,"Albacete, Spain",ACM,"New York, NY, USA"
article,1074069,Benjamin B. Bederson,,,,,,,,Interfaces for Staying in the Flow,1--1,,1,"flow, interface design, user experience",10.1145/1074068.1074069,Ubiquity,,2004,September,,September,2004,1530-2180,,,,,,ACM,"New York, NY, USA"
article,2602248,Bahareh  Rahmanian and Joseph G. Davis,,,,,,,,User Interface Design for Crowdsourcing Systems,405--408,,4,"cognitive load, crowdsourcing, user interface",10.1145/2598153.2602248,,,,,,,2014,,Proceedings of the 2014 International Working Conference on Advanced Visual Interfaces,AVI '14,,978-1-4503-2775-6,"Como, Italy",ACM,"New York, NY, USA"
article,358157,T. K. Landauer and K. M. Galotti and S.  Hartwell,,,,,,,,Natural Command Names and Initial Learning: A Study of Text-editing Terms,495--503,,9,"dialogue, human-computer interaction, user interfaces",10.1145/358150.358157,Commun. ACM,July 1983,26,7,,July,1983,0001-0782,,,,,,ACM,"New York, NY, USA"
article,2598173,Aliaksei  Miniukovich and Antonella  De Angeli,,,,,,,,Quantification of Interface Visual Complexity,153--160,,8,"GUI quality, immediate impression, metric validation, visual aesthetics",10.1145/2598153.2598173,,,,,,,2014,,Proceedings of the 2014 International Working Conference on Advanced Visual Interfaces,AVI '14,,978-1-4503-2775-6,"Como, Italy",ACM,"New York, NY, USA"
article,2543128,Abhishek  Shrivastava,,,,,,,,Spoken Dialog System: Gaining Insights into Developing a Model from a Game of Cards,111--114,,4,"Spoken Dialog System., User Interface",10.1145/2407796.2543128,,,,,,,2011,,Proceedings of the 3rd International Conference on Human Computer Interaction,IndiaHCI '11,,978-1-4503-0729-1,"Bangalore, India",ACM,"New York, NY, USA"
article,2491399,Francisco R. Ortega and Armando  Barreto and Naphtali  Rishe,,,,,,,,Augmenting Multi-touch with Commodity Devices,95--95,,1,"3d user interfaces, human-computer interaction, multi-touch",10.1145/2491367.2491399,,,,,,,2013,,Proceedings of the 1st Symposium on Spatial User Interaction,SUI '13,,978-1-4503-2141-9,"Los Angeles, California, USA",ACM,"New York, NY, USA"
article,1029674,Kent  Lyons and Christopher  Skeels and Thad  Starner and Cornelis M. Snoeck and Benjamin A. Wong and Daniel  Ashbrook,,,,,,,,Augmenting Conversations Using Dual-purpose Speech,237--246,,10,"dual-purpose speech, mobile computing, speech user interfaces",10.1145/1029632.1029674,,,,,,,2004,,Proceedings of the 17th Annual ACM Symposium on User Interface Software and Technology,UIST '04,,1-58113-957-8,"Santa Fe, NM, USA",ACM,"New York, NY, USA"
article,2380332,Igor  Popov and m.c.  schraefel and Wendy  Hall and Nigel  Shadbolt,,,,,,,,Mashpoint: Browsing the Web Along Structured Lines,81--82,,2,"data mashups, user interfaces, www",10.1145/2380296.2380332,,,,,,,2012,,Adjunct Proceedings of the 25th Annual ACM Symposium on User Interface Software and Technology,UIST Adjunct Proceedings '12,,978-1-4503-1582-1,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
article,1029677,St&#233;phane  Huot and C&#233;dric  Dumas and Pierre  Dragicevic and Jean-Daniel  Fekete and G&#233;rard  H&#233;gron,,,,,,,,"The MaggLite post-WIMP Toolkit: Draw It, Connect It and Run It",257--266,,10,"GUI architectures, GUI toolkits, ICON, MaggLite, interaction design, interaction techniques",10.1145/1029632.1029677,,,,,,,2004,,Proceedings of the 17th Annual ACM Symposium on User Interface Software and Technology,UIST '04,,1-58113-957-8,"Santa Fe, NM, USA",ACM,"New York, NY, USA"
article,275526,Christian  Ghezzi,,,,,,,,PhoNet: Telephone Call Database 3D Exploration Applet,32--35,,4,"Web-based interaction, Web-based services, graphical user interfaces, navigation",10.1145/275519.275526,,,,,,,1997,,Proceedings of the 1997 Workshop on New Paradigms in Information Visualization and Manipulation,NPIV '97,,1-58113-051-1,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
article,2658781,Valentin  Heun and Kenneth  Friedman and Andrew  Mendez and Benjamin  Reynolds and Kevin  Wong and Pattie  Maes,,,,,,,,Third Surface: An Augmented World Wide Web for the Physical World,71--72,,2,"augmented reality, user interface, web",10.1145/2658779.2658781,,,,,,,2014,,Proceedings of the Adjunct Publication of the 27th Annual ACM Symposium on User Interface Software and Technology,UIST'14 Adjunct,,978-1-4503-3068-8,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
article,2680572,Antonio  Gomes and Roel  Vertegaal,,,,,,,,PaperFold: Evaluating Shape Changes for Viewport Transformations in Foldable Thin-Film Display Devices,153--160,,8,"flexible displays, foldable user interfaces, human factors, organic user interfaces",10.1145/2677199.2680572,,,,,,,2015,,"Proceedings of the Ninth International Conference on Tangible, Embedded, and Embodied Interaction",TEI '15,,978-1-4503-3305-4,"Stanford, California, USA",ACM,"New York, NY, USA"
article,964450,Earl J. Wagner and Henry  Lieberman,,,,,,,,Supporting User Hypotheses in Problem Diagnosis,30--37,,8,"interactive visualization, interface agents, web interfaces",10.1145/964442.964450,,,,,,,2004,,Proceedings of the 9th International Conference on Intelligent User Interfaces,IUI '04,,1-58113-815-6,"Funchal, Madeira, Portugal",ACM,"New York, NY, USA"
article,2157159,Prasun  Dewan,,,,,,,,How a Language-based GUI Generator Can Influence the Teaching of Object-oriented Programming,69--74,,6,"concurrency, model view controller, preconditions, user-interface generator",10.1145/2157136.2157159,,,,,,,2012,,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,SIGCSE '12,,978-1-4503-1098-7,"Raleigh, North Carolina, USA",ACM,"New York, NY, USA"
article,2379285,Huidong  Bai and Gun  Lee,,,,,,,,Interaction Methods for Mobile Augmented Reality,101--101,,1,"augmented reality, mobile user interfaces",10.1145/2379256.2379285,,,,,,,2012,,Proceedings of the 13th International Conference of the NZ Chapter of the ACM's Special Interest Group on Human-Computer Interaction,CHINZ '12,,978-1-4503-1474-9,"Dunedin, New Zealand",ACM,"New York, NY, USA"
article,572061,Jair C Leite,,,,,,,,A Semiotic-based Framework to User Interface Design,263--266,,4,"computer semiotics, software design, user interface design",10.1145/572020.572061,,,,,,,2002,,Proceedings of the Second Nordic Conference on Human-computer Interaction,NordiCHI '02,,1-58113-616-1,"Aarhus, Denmark",ACM,"New York, NY, USA"
article,288575,Atsushi  Sugiura and Yoshiyuki  Koseki,,,,,,,,A User Interface Using Fingerprint Recognition: Holding Commands and Data Objects on Fingers,71--79,,9,"fingerprint recognition, input devices, mulimodal user interfaces, multi-computer user interfaces",10.1145/288392.288575,,,,,,,1998,,Proceedings of the 11th Annual ACM Symposium on User Interface Software and Technology,UIST '98,,1-58113-034-1,"San Francisco, California, USA",ACM,"New York, NY, USA"
article,169202,Lever  Wang,,,,,,,,A Groupware Engine Using UIMS Methodologies (Abstract),249--250,,2,"computer supported cooperative work, groupware, user interface management system",10.1145/169059.169202,,,,,,,1993,,Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,CHI '93,,0-89791-575-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,2702019,Fran&#231;ois  Ferland and Aur&#233;lien  Reveleau and Fran&#231;ois  Michaud,,,,,,,,Visualisation of Sound Source Location in a Teleoperation Interface for a Mobile Robot,51--52,,2,"sound localization, teleoperation interfaces",10.1145/2701973.2702019,,,,,,,2015,,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts,HRI'15 Extended Abstracts,,978-1-4503-3318-4,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2039117,Sheng-Hsiang  Yu and Li-Shan  Wang and Hao-Hua  Chu and Sue-Huei  Chen and Cheryl Chai-Hui Chen and Chuang-Wen  You and Polly  Huang,,,,,,,,A Mobile Mediation Tool for Improving Interaction Between Depressed Individuals and Caregivers,695--706,,12,"Awareness, Depression, Mobile computing, User interface",10.1007/s00779-010-0347-z,Personal Ubiquitous Comput.,October   2011,15,7,,October,2011,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,1330644,Rodica  Mihalca and Adina  Uta and Anca  Andronescu and Iulian  &#206;ntorsureanu,,,,,,,,Principles for the Realization of a Graphical User Interface for a Tutorial System,42:1--42:6,42,6,"testing, training, tutorial system, user interface",10.1145/1330598.1330644,,,,,,,2007,,Proceedings of the 2007 International Conference on Computer Systems and Technologies,CompSysTech '07,,978-954-9641-50-9,Bulgaria,ACM,"New York, NY, USA"
article,153585,Jonathan  Grudin,,,,,,,,Interface: An Evolving Concept,110--119,,10,human-computer interaction,10.1145/255950.153585,Commun. ACM,April 1993,36,4,,April,1993,0001-0782,,,,,,ACM,"New York, NY, USA"
article,200971,Brad A. Myers,,,,,,,,User Interface Software Tools,64--103,,40,"interface builders, toolkits, user interface development environments, user interface software",10.1145/200968.200971,ACM Trans. Comput.-Hum. Interact.,March 1995,2,1,,March,1995,1073-0516,,,,,,ACM,"New York, NY, USA"
article,1140139,Geoffrey R. Gray and Colin A. Higgins,,,,,,,,An Introspective Approach to Marking Graphical User Interfaces,43--47,,5,"GUI marking, GUI testing, automated assessment, computer based assessment, introspection",10.1145/1140124.1140139,,,,,,,2006,,Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITICSE '06,,1-59593-055-8,"Bologna, Italy",ACM,"New York, NY, USA"
article,1140139,Geoffrey R. Gray and Colin A. Higgins,,,,,,,,An Introspective Approach to Marking Graphical User Interfaces,43--47,,5,"GUI marking, GUI testing, automated assessment, computer based assessment, introspection",10.1145/1140123.1140139,SIGCSE Bull.,September 2006,38,3,,June,2006,0097-8418,,,,,,ACM,"New York, NY, USA"
article,1216346,Alena  Neviarouskaya and Helmut  Prendinger and Mitsuru  Ishizuka,,,,,,,,Analysis of Affect Expressed Through the Evolving Language of Online Communication,278--281,,4,"affective computing, affective user interface, avatar, emotions, online communication",10.1145/1216295.1216346,,,,,,,2007,,Proceedings of the 12th International Conference on Intelligent User Interfaces,IUI '07,,1-59593-481-2,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
article,274526,Chieko  Asakawa and Takashi  Itoh,,,,,,,,User Interface of a Home Page Reader,149--156,,8,"GUI, WWW, blind, home page reader, numeric keypad, visually disabled",10.1145/274497.274526,,,,,,,1998,,Proceedings of the Third International ACM Conference on Assistive Technologies,Assets '98,,1-58113-020-1,"Marina del Rey, California, USA",ACM,"New York, NY, USA"
article,2379688,Elena  de la Gu&#237;a and Mar&#237;a D. Lozano and V&#237;ctor M. R. Penichet,,,,,,,,Interaction and Collaboration Supported by Distributed User Interfaces: From GUIs to DUIs,53:1--53:2,53,2,"RFID, cognitive system, distributed user interfaces, mobile devices",10.1145/2379636.2379688,,,,,,,2012,,Proceedings of the 13th International Conference on Interacci\'{O}N Persona-Ordenador,INTERACCION '12,,978-1-4503-1314-8,"Elche, Spain",ACM,"New York, NY, USA"
article,1358679,Daniela  Rosner and Kimiko  Ryokai,,,,,,,,Weaving Memories into Handcrafted Artifacts with Spyn,2331--2336,,6,"interaction design, tangible user interfaces, user experience, user interface design",10.1145/1358628.1358679,,,,,,,2008,,CHI '08 Extended Abstracts on Human Factors in Computing Systems,CHI EA '08,,978-1-60558-012-8,"Florence, Italy",ACM,"New York, NY, USA"
article,192451,Kenneth P. Herndon and Tom  Meyer,,,,,,,,3D Widgets for Exploratory Scientific Visualization,69--70,,2,"3D user interface, scientific visualization",10.1145/192426.192451,,,,,,,1994,,Proceedings of the 7th Annual ACM Symposium on User Interface Software and Technology,UIST '94,,0-89791-657-3,"Marina del Rey, California, USA",ACM,"New York, NY, USA"
article,972652,Benjamin B. Bederson and Aaron  Clamage and Mary P. Czerwinski and George G. Robertson,,,,,,,,DateLens: A Fisheye Calendar Interface for PDAs,90--119,,30,"Fisheye distortion interfaces, PDAs, animation, calendar interfaces, graphics, information visualization",10.1145/972648.972652,ACM Trans. Comput.-Hum. Interact.,March 2004,11,1,,March,2004,1073-0516,,,,,,ACM,"New York, NY, USA"
article,1178551,Amav  Jhala and William  Bares and R. Michael Young,,,,,,,,Towards an Intelligent Storyboarding Tool for 3D Games,367--368,,2,"intelligent user interfaces, virtual cinematography",10.1145/1178477.1178551,,,,,,,2005,,Proceedings of the 2005 ACM SIGCHI International Conference on Advances in Computer Entertainment Technology,ACE '05,,1-59593-110-4,"Valencia, Spain",ACM,"New York, NY, USA"
article,1731841,Plamen  Paskalev,,,,,,,,Rule Based GUI Modification and Adaptation,93:1--93:7,93,7,"clips, computer systems and technologies, intelligent user interfaces (IUI), real time GUI generation, rule based systems",10.1145/1731740.1731841,,,,,,,2009,,Proceedings of the International Conference on Computer Systems and Technologies and Workshop for PhD Students in Computing,CompSysTech '09,,978-1-60558-986-2,"Ruse, Bulgaria",ACM,"New York, NY, USA"
article,985725,Patrick  Baudisch and John  Pruitt and Steve  Ball,,,,,,,,Flat Volume Control: Improving Usability by Hiding the Volume Control Hierarchy in the User Interface,255--262,,8,"audio, sound, user interface, volume control",10.1145/985692.985725,,,,,,,2004,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '04,,1-58113-702-8,"Vienna, Austria",ACM,"New York, NY, USA"
article,743884,Toshiyuki  Masui and Itiro  Siio,,,,,,,,Real-World Graphical User Interfaces,72--84,,13,,,,,,,,,2000,,Proceedings of the 2Nd International Symposium on Handheld and Ubiquitous Computing,HUC '00,,3-540-41093-7,"Bristol, UK",Springer-Verlag,"London, UK, UK"
article,1152252,Lim Chee Koon,,,,,,,,A Case Study of Icon-scenario Based Animated Menu's Concept Development,177--180,,4,"graphic user interface, icon-scenario based animated menu, usability",10.1145/1152215.1152252,,,,,,,2006,,Proceedings of the 8th Conference on Human-computer Interaction with Mobile Devices and Services,MobileHCI '06,,1-59593-390-5,"Helsinki, Finland",ACM,"New York, NY, USA"
article,169892,William E. Hefley and Dianne  Murray,,,,,,,,Intelligent User Interfaces,3--10,,8,"adaptive intelligent interface systems, intelligent interfaces, intelligent user interfaces, user interface management systems, user models",10.1145/169891.169892,,,,,,,1993,,Proceedings of the 1st International Conference on Intelligent User Interfaces,IUI '93,,0-89791-556-9,"Orlando, Florida, USA",ACM,"New York, NY, USA"
article,258578,George W. Fitzmaurice and William  Buxton,,,,,,,,"An Empirical Evaluation of Graspable User Interfaces: Towards Specialized, Space-multiplexed Input",43--50,,8,"augmented reality, graphical user interfaces, graspable user interfaces, haptic input, input devices, two-handed interaction, ubiquitous computing",10.1145/258549.258578,,,,,,,1997,,Proceedings of the ACM SIGCHI Conference on Human Factors in Computing Systems,CHI '97,,0-89791-802-9,"Atlanta, Georgia, USA",ACM,"New York, NY, USA"
article,1328125,Imane  Taoufik and Hind  Kabaili and Driss  Kettani,,,,,,,,Designing an e-Government Portal Accessible to Illiterate Citizens,327--336,,10,"e-government, graphical user interface, illiteracy, user centered design",10.1145/1328057.1328125,,,,,,,2007,,Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance,ICEGOV '07,,978-1-59593-822-0,"Macao, China",ACM,"New York, NY, USA"
article,169206,Kari  Kuutti and Liam J. Bannon,,,,,,,,Searching for Unity Among Diversity: Exploring the &Ldquo;Interface&Rdquo; Concept,263--268,,6,"abstraction levels, activity theory, interface, user interface management systems",10.1145/169059.169206,,,,,,,1993,,Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,CHI '93,,0-89791-575-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,1166177,Y. S. Kuo and Lendle  Tseng and Hsun-Cheng  Hu and N. C. Shih,,,,,,,,An XML Interaction Service for Workflow Applications,53--55,,3,"XML, user interface, workflow management",10.1145/1166160.1166177,,,,,,,2006,,Proceedings of the 2006 ACM Symposium on Document Engineering,DocEng '06,,1-59593-515-0,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,2037472,Pawel M. Orzechowski and Douglas  Atkinson and Stefano  Padilla and Thomas S. Methven and Sharon  Baurley and Mike  Chantler,,,,,,,,Interactivity to Enhance Perception: Does Increased Interactivity in Mobile Visual Presentation Tools Facilitate More Accurate Rating of Textile Properties?,629--634,,6,"graphical user interfaces, interactive video, mobile devices, textiles",10.1145/2037373.2037472,,,,,,,2011,,Proceedings of the 13th International Conference on Human Computer Interaction with Mobile Devices and Services,MobileHCI '11,,978-1-4503-0541-9,"Stockholm, Sweden",ACM,"New York, NY, USA"
article,169187,Norman  Alm and John  Todman and Leona  Elder and A. F. Newell,,,,,,,,Computer Aided Conversation for Severely Physically Impaired Non-speaking People,236--241,,6,"dialogue design, disability, discourse analysis, human-computer interaction, interface design, retrieval models, search process, selection process, speech synthesis, user interfaces, user observation, user study",10.1145/169059.169187,,,,,,,1993,,Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,CHI '93,,0-89791-575-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,2541074,HyungKun  Park and Yeseul  Kim and Jeeyong  Chung and Sangyoung  Cho and Eunji  Woo and Woohun  Lee,,,,,,,,One-line GUI: Minimized Graphic User Interface for Interactive TV,289--292,,4,"information architecture, interaction design, interactive television, three state models",10.1145/2541016.2541074,,,,,,,2013,,"Proceedings of the 25th Australian Computer-Human Interaction Conference: Augmentation, Application, Innovation, Collaboration",OzCHI '13,,978-1-4503-2525-7,"Adelaide, Australia",ACM,"New York, NY, USA"
